pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
64,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.0526,1
64,n<=8,sr<=70%,kvB<=4k,kp=0,0.2521,1
64,n<=8,sr<=70%,kvB<=8k,kp<=512,-823.7649,1
64,n<=8,sr<=70%,kvB<=8k,kp<=8k,-295.5293,1
64,n<=8,sr<=70%,kvB<=8k,kp=0,-48.0012,1
64,n<=8,sr>70%,kvB<=1k,kp<=2k,0.4052,2
64,n<=8,sr>70%,kvB<=1k,kp<=512,-0.4983,2
64,n<=8,sr>70%,kvB<=1k,kp<=8k,0.365,2
64,n<=8,sr>70%,kvB<=1k,kp=0,0.5621,2
64,n<=8,sr>70%,kvB<=4k,kp<=2k,-0.9854,2
64,n<=8,sr>70%,kvB<=4k,kp<=512,0.3049,2
64,n<=8,sr>70%,kvB<=4k,kp<=8k,-0.3183,2
64,n<=8,sr>70%,kvB<=4k,kp=0,0.8161,2
64,n<=8,sr>70%,kvB<=8k,kp<=512,-29.2248,2
64,n<=8,sr>70%,kvB<=8k,kp<=8k,-310.7084,1
64,n<=8,sr>70%,kvB<=8k,kp=0,-6.5449,1
256,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0783,2
256,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0786,2
256,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0802,2
256,n<=128,sr<=15%,kvB<=1k,kp=0,0.0781,2
256,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0455,2
256,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0469,2
256,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.046,2
